No.,Trigpoint Name,TP:UK Reference & Link,Trig Type,Condition,Height (m),Grid Ref
3343,Hawksbury Bush,TP3681,Pillar,Good,70.3,TQ7049086700
3344,Hawks Tor,TP3680,Pillar,Good,306.9,SX1413575547
3345,Hawks Low,TP3679,Pillar,Good,382.1,SK1697257028
3346,Haw Pike,TP3678,Pillar,Good,252.8,SE0598352244
3347,Haw Crag,TP3677,Pillar,Good,206.6,SD9133656471
3348,Haw Cliff Top,TP3676,Pillar,Good,296.6,SE1655209982
3349,Haverfield,TP3675,Pillar,Good,11.3,TA3191721282
3350,Haven Street,TP3674,Pillar,Good,62.1,SZ5645390802
3351,Haugham,TP3672,Pillar,Good,105.9,TF3384981819
3352,Haugh Hill,TP3671,Pillar,Converted,37.6,NS5272261753
3353,Haugh Field,TP3670,Pillar,Good,221.8,SD8765155081
3354,Hatton,TP3669,Pillar,Good,38.9,TF1790175752
3355,Hatterrall Hill,TP3668,Pillar,Good,464.4,SO3153324143
3356,Hatley Wilds,TP3667,Pillar,Good,81.0,TL2961952559
3357,Hatfield Peverel,TP3666,Pillar,Converted,51.6,TL7986712921
3358,Hatchwarren Lane,TP3665,Pillar,Good,207.2,SU6160047311
3359,Hatchet Moor,TP3664,Pillar,Good,39.7,SZ3550699914
3360,Hasting Hill,TP3663,Pillar,Damaged,124.7,NZ3526454447
3361,Hasker Farm,TP3662,Pillar,Good,280.8,SK2645852516
3362,Harwood Side,TP3661,Pillar,Good,489.2,NY8674251447
3363,Harvard,TP3660,Pillar,Good,117.1,ST5533308843
3364,Hartwith,TP3659,Pillar,Damaged,191.5,SE2108261011
3365,Hartside Hill,TP3658,Pillar,Good,468.2,NT4479554283
3366,Hartshead Moor Top,TP3657,Pillar,Good,171.6,SE1623725058
3367,Hartridge Farm,TP3656,Pillar,Good,151.2,SU5740677683
3368,Harton,TP3655,Pillar,Good,55.8,SE6997262111
3369,Harter Fell,TP3654,Pillar,Good,480.9,NY9277923787
3370,Harter Fell,TP3653,Pillar,Good,649.2,SD2184899709
3371,Harten Hill,TP3652,Pillar,Good,376.4,NS9193926729
3372,Hart Law,TP3651,Pillar,Good,341.1,NT9883412818
3373,Hart Hill,TP3650,Pillar,Good,104.4,SU2612910247
3374,Hart Hill,TP3649,Pillar,Good,171.0,SE2472229448
3375,Hart Fell,TP3648,Pillar,Good,808.3,NT1136413574
3376,Hart,TP3647,Pillar,Good,127.3,NZ4620034243
3377,Harry Hut,TP3646,Pillar,Good,440.7,SK0447790771
3378,Harrowby,TP3645,Pillar,Good,129.1,SK9462135767
3379,Harrow,TP3644,Pillar,Good,43.7,SE8440481947
3380,Harrold Park Farm,TP3642,Pillar,Good,106.6,SP9237658866
3381,Harrocks Hall Resr,TP3641,Pillar,Good,157.3,SD5154812665
3382,Harrison Pit,TP3640,Pillar,Good,73.9,SJ8193281670
3383,Harpswell Low Farm,TP3639,Pillar,Good,26.8,SK9009189502
3384,Harps,TP3638,Pillar,Good,200.3,SO2570361127
3385,Harpley,TP3637,Pillar,Good,88.8,TF7906926170
3386,Harpford Common,TP3636,Pillar,Good,224.1,SY1115790921
3387,Harper Hill,TP3635,Pillar,Good,256.7,SE2057370001
3388,Harolds Park Farm,TP3634,Pillar,Good,103.8,TL4162104443
3389,Harnsey Moss,TP3633,Pillar,Good,35.2,NX9940206898
3390,Harmston,TP3632,Pillar,Good,80.4,SK9739863177
3391,Harleys Mountain,TP3631,Pillar,Good,385.9,SO3458169032
3392,Harleys Knob,TP3630,Pillar,Good,315.8,SO2947564294
3393,Harlech,TP3629,Pillar,Good,258.4,SH5925830934
3394,Hargrave Bank,TP3628,Pillar,Good,324.8,SJ3130309511
3395,Haresfield Beacon,TP3627,Pillar,Good,217.6,SO8203708877
3396,Harelaw Resr,TP3625,Pillar,Good,143.0,NT8778357076
3397,Harelaw Pike,TP3624,Pillar,Slightly damaged,186.8,NY4284279501
3398,Harelaw Mount,TP3623,Pillar,Good,61.9,NS4975660466
3399,Harehead Hill,TP3622,Pillar,Good,324.1,NT4364628691
3400,Hare Law,TP3621,Pillar,Good,328.9,NT7556718535
3401,Hare Hill,TP3620,Pillar,Good,129.4,SK1708535033
3402,Hare Hill,TP3619,Pillar,Slightly damaged,16.7,SD2038962990
3403,Hare Cairn,TP3618,Pillar,Good,516.3,NO2422662327
3404,Hardwick,TP3617,Pillar,Damaged,84.7,TL8514461153
3405,Hardridge,TP3616,Pillar,Good,257.9,NS3082368059
3406,Hardisworthy,TP3615,Pillar,Good,165.9,SS2301120894
3407,Hardings Booth,TP3614,Pillar,Damaged,361.2,SK0720363937
3408,Hardies Hill,TP3613,Pillar,Good,211.5,NT5043513696
3409,Hardgatehead Farm,TP3612,Pillar,Good,277.7,NS9721952963
3410,Harden Moor,TP3610,Pillar,Good,297.1,SD8101016463
3411,Hardberry Hill,TP3609,Pillar,Good,529.7,NY9316928862
3412,Hard Rigg,TP3608,Pillar,Good,546.8,NY7498748759
3413,Hard Hill,TP3607,Pillar,Good,678.2,NY7311733115
3414,Hard Hill,TP3606,Pillar,Good,321.8,NS5543135113
3415,Hard Head,TP3605,Pillar,Good,133.5,SX2007650732
3416,Harbour,TP3604,Pillar,Good,38.4,NM0832547689
3417,Harbottle,TP3603,Pillar,Slightly damaged,361.2,NT9233203092
3418,Harborough Rocks,TP3602,Pillar,Good,379.4,SK2426455337
3419,Hangwell Law,TP3601,Pillar,Good,211.9,NU1241324467
3420,Hanging Hill,TP3599,Pillar,Good,235.4,ST7125170162
3421,Hanging Hill,TP3598,Pillar,Good,152.6,SJ5427213441
3422,Hanging Cliff,TP3597,Pillar,Good,60.5,SX4252465690
3423,Hangerberry Hill,TP3596,Pillar,Good,224.8,SO5965915289
3424,Handa Island,TP3594,Pillar,Good,124.1,NC1306448280
3425,Hampole Wood,TP3593,Pillar,Toppled,81.7,SE5071208534
3426,Hammer Hill Farm,TP3592,Pillar,Good,89.3,TL0964343139
3427,Hamley Hill,TP3591,Pillar,Good,73.8,HY4949804272
3428,Hamilton Hill,TP3590,Pillar,Damaged,57.4,TF1223690062
3429,Hamilton Hill,TP3589,Pillar,Good,26.2,TA1630660296
3430,Hameldown Tor,TP3588,Pillar,Good,529.7,SX7031380571
3431,Hameldon Common,TP3587,Pillar,Good,399.9,SD8102728779
3432,Hambury Tout,TP3585,Pillar,Good,134.7,SY8157580307
3433,Hambleton Down,TP3584,Pillar,Good,324.6,SE5108583682
3434,Hambledon Hill,TP3583,Pillar,Good,0.0,ST8482912247
3435,Hamars Of Burraland,TP3582,Pillar,Slightly damaged,121.7,HU3347475736
3436,Halton Moor,TP3580,Pillar,Damaged,47.4,SE3420132486
3437,Halton Height,TP3579,Pillar,Good,357.1,SE0309155262
3438,Haltemprice,TP3578,Pillar,Good,7.9,TA0387330886
3439,Halsworthy,TP3577,Pillar,Good,189.5,SX7536168232
3440,Halnaker Hill,TP3576,Pillar,Good,127.1,SU9199809616
3441,Hallside,TP3575,Pillar,Damaged,46.3,NS6630459982
3442,Hallington,TP3574,Pillar,Good,111.1,TF2942085871
3443,Hallan Cemetery,TP3573,Pillar,Good,20.5,NF7337821944
3444,Hall Hill,TP3572,Pillar,Toppled,100.3,NS4159760642
3445,Hall Farm,TP3571,Pillar,Good,22.1,SK7127578909
3446,Halidon Hill,TP3570,Pillar,Good,163.1,NT9686654831
3447,Halferne,TP3569,Pillar,Good,169.8,NX7579567445
3448,Halberton,TP3568,Pillar,Good,133.5,ST0070413853
3449,Hainey Hill,TP3567,Pillar,Good,14.1,TL5576275557
3450,Hailstorm Ridge,TP3566,Pillar,Good,474.1,SD8512519481
3451,Haile,TP3565,Pillar,Good,179.4,NY0434108556
3452,Hagworthingham,TP3564,Pillar,Slightly damaged,127.5,TF3117769562
3453,Hagbourne Hill,TP3563,Pillar,Good,136.4,SU4973486941
3454,Hafod Wynog Farm,TP3562,Pillar,Good,229.8,SN5543165632
3455,Hafod Ithel,TP3561,Pillar,Good,360.9,SN6106267794
3456,Hafod,TP3560,Pillar,Good,356.5,ST0344192711
3457,Hafod,TP3559,Pillar,Good,82.1,SH4409779598
3458,Haffield Bank,TP3558,Pillar,Good,94.5,SO7178833604
3459,Hadyard Hill,TP3557,Pillar,Good,315.2,NX2595998955
3460,Haddon Lodge,TP3556,Pillar,Good,54.7,TL1321293543
3461,Haddon Beacon,TP3555,Pillar,Good,355.0,SS9614928605
3462,Haddo,TP3554,Pillar,Toppled,111.9,NJ8304538053
3463,Hadden,TP3553,Pillar,Good,134.7,NT7945135498
3464,Hackpen Hill,TP3552,Pillar,Good,272.1,SU1289774387
3465,Hackenthorpe,TP3551,Pillar,Good,132.4,SK4121383374
3466,Hacconby Fen,TP3550,Pillar,Good,4.4,TF1662426011
3467,Haarsal,TP3549,Pillar,Good,139.6,NF7757035868
3468,Gwynydd Bach,TP3548,Pillar,Converted,811.1,SO2153929973
3469,Gwibedog Tump,TP3547,Pillar,Good,421.2,SN8997839872
3470,Gwern-Y-Cae Field,TP3546,Pillar,Good,176.3,SO4137027546
3471,Gwaun-Ceste Hill,TP3545,Pillar,Good,541.9,SO1582055547
3472,Gwastadros,TP3544,Pillar,Slightly damaged,360.6,SH8963435515
3473,Gwar-Allt,TP3543,Pillar,Good,245.1,SN5207732475
3474,Guyhirn Left Bank,TP3542,Pillar,Good,6.4,TF4001403625
3475,Guthrie Hill,TP3541,Pillar,Good,149.0,NO5566351344
3476,Gunsgreen Hill,TP3540,Pillar,Good,45.6,NT9485863911
3477,Gunners Hall,TP3539,Pillar,Good,95.6,TL5519051163
3478,Gun,TP3538,Pillar,Slightly damaged,385.7,SJ9700661515
3479,Gump Of Spurness,TP3537,Pillar,Good,50.9,HY6044635548
3480,Gummers How,TP3536,Pillar,Slightly damaged,321.6,SD3904388486
3481,Gumley Wood,TP3535,Pillar,Good,165.3,SP6755390303
3482,Guisborough Moor,TP3534,Pillar,Good,323.9,NZ6227913802
3483,Guiltree Hill,TP3533,Pillar,Good,194.0,NS3583711054
3484,Gryn Moelfre,TP3532,Pillar,Good,522.9,SJ1844229384
3485,Grumack Hill,TP3531,Pillar,Good,522.7,NJ4390334813
3486,Grovely Hill,TP3530,Pillar,Good,144.1,SU0793932794
3487,Grovely Castle,TP3529,Pillar,Good,156.3,SU0474435730
3488,Grove Kennels,TP3527,Pillar,Good,36.6,SK7257579100
3489,Grove Farm,TP3525,Pillar,Good,84.1,SK2402617974
3490,Grose Clett,TP3524,Pillar,Good,0.0,NG1394293933
3491,Groay,TP3523,Pillar,Good,26.8,NG0023579263
3492,Griomaval,TP3522,Pillar,Good,497.4,NB0118222016
3493,Grinshill Cliff,TP3521,Pillar,Good,192.3,SJ5191923726
3494,Grindon Moor,TP3520,Pillar,Good,374.4,SK0715355089
3495,Grindley,TP3519,Pillar,Slightly damaged,139.8,SK0343328835
3496,Grindle Farm,TP3518,Pillar,Good,95.8,SJ7419002997
3497,Grims Ditch,TP3516,Pillar,Good,98.7,SU6275387730
3498,Grimness,TP3515,Pillar,Good,34.8,ND4918092754
3499,Greystoke Park,TP3514,Pillar,Good,365.6,NY4063733772
3500,Greys Pike,TP3513,Pillar,Good,445.6,NY6554793946
3501,Greynor,TP3512,Pillar,Good,152.0,SN5880509136
3502,Greyland,TP3511,Pillar,Good,197.2,SS3298609363
3503,Grey Nag,TP3510,Pillar,Good,658.1,NY6648047605
3504,Grey Hill,TP3509,Pillar,Good,298.4,NX1646792796
3505,Grey Grit,TP3508,Pillar,Good,522.4,NY8768508870
3506,Greno Knoll,TP3506,Pillar,Good,306.8,SK3236195608
3507,Greetwell,TP3505,Pillar,Good,32.7,TF0106671851
3508,Greenway Hall,TP3504,Pillar,Good,240.2,SJ9162750861
3509,Greentoft,TP3503,Pillar,Good,101.8,HY5529330005
3510,Greenside Hill,TP3501,Pillar,Good,243.8,NT8160768866
3511,Greenside,TP3500,Pillar,Good,362.1,NY6396287708
3512,Greenmoor Hill,TP3499,Pillar,Good,184.6,SU6467181313
3513,Greenleighton,TP3498,Pillar,Good,284.7,NZ0325392186
3514,Greenlands,TP3497,Pillar,Good,225.6,SE8393363594
3515,Greenhill,TP3495,Pillar,Good,209.9,SS8523209257
3516,Greenhill,TP3494,Pillar,Good,302.1,NT4770424471
3517,Greenhead,TP3493,Pillar,Good,56.1,ND2989799530
3518,Greenham,TP3492,Pillar,Good,118.5,SU4989765285
3519,Greenhall,TP3491,Pillar,Good,202.7,SN4495610138
3520,Greenford Lane,TP3490,Pillar,Slightly damaged,200.1,SY5873294207
3521,Greenfield,TP3489,Pillar,Damaged,384.7,SJ3267900891
3522,Greenay Hill,TP3488,Pillar,Good,153.3,HY2970923583
3523,Green Top,TP3487,Pillar,Good,245.1,NX2326066522
3524,Green Street,TP3486,Pillar,Good,69.7,TQ7659511698
3525,Green Ridges,TP3485,Pillar,Good,68.8,SK7063457604
3526,Green Lowther,TP3484,Pillar,Slightly damaged,732.7,NS9003512030
3527,Green Hill,TP3483,Pillar,Good,128.8,SU5319722631
3528,Green Hill,TP3482,Pillar,Good,250.9,ST5016304933
3529,Green Hill,TP3481,Pillar,Good,74.0,SM9251101464
3530,Green Hill,TP3479,Pillar,Slightly damaged,529.8,NY8649247594
3531,Green Hill,TP3478,Pillar,Good,242.0,NS7468642809
3532,Green Craig,TP3477,Pillar,Good,261.8,NX7839988636
3533,Green Brae,TP3476,Pillar,Good,209.6,NS3014556290
3534,Green Bell,TP3475,Pillar,Good,605.3,NY6986701084
3535,Greatmoor Hill,TP3474,Pillar,Good,599.5,NT4898100689
3536,Greatham,TP3473,Pillar,Good,27.1,TQ0382615577
3537,Great Widmoor Wood,TP3472,Pillar,Good,232.3,SP8936806167
3538,Great Tows,TP3471,Pillar,Good,139.9,TF2162690142
3539,Great Tew,TP3470,Pillar,Slightly damaged,188.7,SP3899928708
3540,Great Stickle,TP3469,Pillar,Good,305.4,SD2117791599
3541,Great Shunner Fell,TP3468,Pillar,Good,716.3,SD8486497288
3542,Great Sampford,TP3467,Pillar,Good,105.5,TL6533636278
3543,Great Orton,TP3466,Pillar,Good,79.3,NY3214154046
3544,Great Nurcott,TP3465,Pillar,Good,331.6,SS9096835584
3545,Great Newton Farm,TP3464,Pillar,Good,85.8,SM9844620919
3546,Great Mount,TP3463,Pillar,Good,93.6,TQ5196371138
3547,Great Links,TP3462,Pillar,Good,586.7,SX5507586763
3548,Great Knoutberry Hill,TP3461,Pillar,Good,672.4,SD7886087157
3549,Great Knipe,TP3460,Pillar,Good,515.1,NY8675314464
3550,Great Hill Resr,TP3458,Pillar,Good,180.5,SX9120467967
3551,Great Hill,TP3457,Pillar,Good,287.1,NY1970791199
3552,Great Hill,TP3456,Pillar,Good,353.0,NX9401092301
3553,Great Hameldon,TP3455,Pillar,Good,409.3,SD7941528925
3554,Great Gransden,TP3454,Pillar,Slightly damaged,68.2,TL2774756558
3555,Great Fanton Hall,TP3453,Pillar,Good,24.3,TQ7628391143
3556,Great Bromley Radar Mast,TP3450,Pillar,Good,36.5,TM1038426586
3557,Great Bounds,TP3449,Pillar,Good,145.8,TQ5729343566
3558,Great Borne,TP3448,Pillar,Good,616.0,NY1238916382
3559,Great Beech,TP3447,Pillar,Good,173.7,SO3201001463
3560,Great Ashfield,TP3445,Pillar,Good,68.6,TM0021364871
3561,Grayrigg Forest,TP3444,Pillar,Good,494.1,SD5986599801
3562,Gray Hill,TP3443,Pillar,Good,317.3,NT4574607159
3563,Gravel Pit Hill,TP3442,Pillar,Good,73.0,TF3593569160
3564,Grattery,TP3441,Pillar,Good,148.7,SX9151854268
3565,Grange Hill,TP3440,Pillar,Good,299.1,SK3153973609
3566,Grange Hill,TP3439,Pillar,Good,51.9,SJ2191987113
3567,Grange Hill,TP3438,Pillar,Good,381.6,NT2016251445
3568,Grange Hill,TP3437,Pillar,Good,196.5,NO2584814442
3569,Grange Fell,TP3436,Pillar,Good,319.4,NY2440881941
3570,Grange Farm,TP3435,Pillar,Good,81.5,TF3041265688
3571,Grange Farm,TP3433,Pillar,Good,72.5,SK2048311326
3572,Grange Farm,TP3432,Pillar,Good,279.7,NZ1411143060
3573,Graig-Fawr,TP3431,Pillar,Good,217.3,SN7735399602
3574,Graig Serrerthin,TP3430,Pillar,Good,423.7,SO4039021064
3575,Graig Fawr,TP3429,Pillar,Good,276.7,SN6180406859
3576,Graianfryn,TP3428,Pillar,Good,44.0,SH3255683918
3577,Gragareth Fell,TP3427,Pillar,Good,627.3,SD6879179306
3578,Grafton,TP3426,Pillar,Slightly damaged,100.7,SP9310081263
3579,Grafton,TP3425,Pillar,Good,75.2,SE4207063189
3580,Grafham,TP3424,Pillar,Good,56.5,TL1600869083
3581,Goyle Hill,TP3423,Pillar,Good,463.9,NO6839381986
3582,Gowbarrow Fell,TP3422,Pillar,Good,481.3,NY4076121821
3583,Gotterbie Hill,TP3421,Pillar,Slightly damaged,82.7,NY0993985633
3584,Gothersley,TP3420,Pillar,Good,135.4,SO8512186076
3585,Goselands Hill,TP3419,Pillar,Slightly damaged,435.3,NT0711235108
3586,Gortantaoid Point,TP3418,Pillar,Good,24.1,NR3360374545
3587,Gorsedd Bran,TP3417,Pillar,Good,517.9,SH9691659748
3588,Corse Wood Hill,TP3416,Pillar,Slightly damaged,86.1,SO8139328567
3589,Gorse Hill,TP3414,Pillar,Good,23.4,TF1001039523
3590,Gorllwyn,TP3413,Pillar,Good,613.6,SN9179359049
3591,Gorgum,TP3412,Pillar,Good,275.9,NT4923434963
3592,Gore Heath,TP3411,Pillar,Good,44.3,SY9218992161
3593,Gordonstown Hill,TP3410,Pillar,Good,177.7,NJ7126239418
3594,Goose Hill,TP3409,Pillar,Good,9.2,TM4712264628
3595,Goonhilly Down,TP3407,Pillar,Good,112.9,SW7254221110
3596,Goodmerry,TP3406,Pillar,Good,154.9,SX3288564231
3597,Goodern,TP3405,Pillar,Good,109.8,SW7842443116
3598,Gometra,TP3404,Pillar,Good,155.5,NM3611441414
3599,Golf Course,TP3403,Pillar,Good,7.8,TA3391926997
3600,Golf Course,TP3402,Pillar,Good,69.6,SK5481145955
3601,Goldenberry Hill,TP3401,Pillar,Slightly damaged,139.9,NS1828650329
3602,Golden Hill,TP3400,Pillar,Slightly damaged,83.0,NS4955572715
3603,Golden Cap,TP3399,Pillar,Good,190.9,SY4072192200
3604,Gold Hill,TP3398,Pillar,Good,123.4,SO6760843900
3605,Goitre,TP3397,Pillar,Slightly damaged,193.2,SN5584905022
3606,Gogwell Farm,TP3396,Pillar,Damaged,236.8,SS9674311073
3607,Gog Magog,TP3395,Pillar,Good,0.0,TL4953353605
3608,Godley Resr,TP3394,Pillar,Good,146.3,SJ9635495376
3609,Goat Fell,TP3393,Pillar,Good,874.5,NR9913541539
3610,Glovers Hill,TP3392,Pillar,Slightly damaged,170.3,NS5168530113
3611,Glog,TP3391,Pillar,Good,480.7,SO0966885459
3612,Glims Holm,TP3390,Pillar,Good,32.3,ND4733699028
3613,Glenstriven,TP3388,Pillar,Good,572.4,NS0948977908
3614,Glenrazie,TP3387,Pillar,Good,116.7,NX3611768766
3615,Gleniffer Braes,TP3386,Pillar,Good,218.6,NS4495460389
3616,Glengenny,TP3385,Pillar,Slightly damaged,291.1,NS8192405730
3617,Glendhu Hill,TP3384,Pillar,Good,513.9,NY5681286376
3618,Glencarse Hill,TP3383,Pillar,Good,184.7,NO1930923183
3619,Glenbarr,TP3382,Pillar,Good,71.7,NR6647636449
3620,Glenalla Fell,TP3381,Pillar,Good,426.4,NS3539401144
3621,Glenakill,TP3380,Pillar,Good,170.1,NR8621769442
3622,Glebe Land,TP3379,Pillar,Good,71.8,SK3102132635
3623,Glebe,TP3377,Pillar,Good,64.6,SU5554115171
3624,Glassthorpehill,TP3376,Pillar,Good,141.5,SP6673160760
3625,Glasson,TP3375,Pillar,Good,17.6,NY2588060870
3626,Glaschul Hill,TP3374,Pillar,Good,318.5,NJ4649815110
3627,Glas Tulaichean,TP3373,Pillar,Good,1051.6,NO0510476010
3628,Glas Maol,TP3372,Pillar,Good,1068.3,NO1669976576
3629,Glas Bheinn Mhor,TP3371,Pillar,Good,650.8,NH4368823175
3630,Glas Bheinn,TP3370,Pillar,Damaged,0.0,NG9012143556
3631,Glas Bhealach,TP3369,Pillar,Good,635.5,NM9395175779
3632,Glaodhaich,TP3368,Pillar,Good,283.0,NH4993637513
3633,Glan-Hafon,TP3367,Pillar,Good,607.2,SJ0821727255
3634,Glaisdale Rigg,TP3365,Pillar,Good,325.9,NZ7406004148
3635,Glack,TP3363,Pillar,Good,207.2,NJ7380511075
3636,Gisburn Moor,TP3362,Pillar,Moved,190.6,SD8361047925
3637,Girsby Grange,TP3361,Pillar,Moved,50.6,NZ3581508471
3638,Girlaverie,TP3360,Pillar,Good,143.8,NX0689078803
3639,Gilwern Hill,TP3359,Pillar,Slightly damaged,441.1,SO0989258291
3640,Gills Lap,TP3357,Pillar,Good,204.7,TQ4685931965
3641,Gillis Field,TP3356,Pillar,Good,115.8,HU6161988598
3642,Gillaval Glas,TP3355,Pillar,Good,0.0,NB1493302140
3643,Gilfach-Y-Fran,TP3354,Pillar,Good,252.1,SN5622155438
3644,Gilfach Las,TP3353,Pillar,Good,296.2,SN6568169543
3645,Gilfach Hafel,TP3352,Pillar,Good,147.8,SN5615970824
3646,Gilfach Gynyddion,TP3351,Pillar,Good,251.9,SN4123937164
3647,Gigg Lane,TP3350,Pillar,Good,64.5,ST7395123542
3648,Gibbet Hill,TP3349,Pillar,Good,353.3,SX5031381149
3649,Gibbet Hill,TP3348,Pillar,Good,101.5,SP3048174979
3650,Gibbet Hill,TP3347,Pillar,Good,79.8,SE3587359883
3651,Gib,TP3346,Pillar,Good,275.5,SD9867445965
3652,Giants Mound,TP3345,Pillar,Good,133.1,ST0844774737
3653,Giants Grave,TP3344,Pillar,Good,250.4,SU1658663209
3654,Gerrards Hill,TP3343,Pillar,Good,174.7,ST4602901192
3655,Gelligaer Common,TP3342,Pillar,Remains,294.1,ST1369599160
3656,Gearran,TP3341,Pillar,Good,376.1,NR9751584905
3657,Gearr Chreag,TP3340,Pillar,Good,340.5,NM7086861087
3658,Geallaig Hill,TP3339,Pillar,Damaged,743.4,NO2979198182
3659,Geal Charn Mor,TP3338,Pillar,Good,824.2,NH8363612328
3660,Gaywood Farm,TP3337,Pillar,Good,81.2,TQ4319048740
3661,Gayhurst,TP3336,Pillar,Damaged,84.9,SP8498345709
3662,Gayfield,TP3335,Pillar,Good,25.9,HY4878750051
3663,Gaterley Hill,TP3334,Pillar,Good,352.0,NY8488258312
3664,Gatebarrow,TP3332,Pillar,Good,101.4,NY0541326193
3665,Garway Hill,TP3331,Pillar,Good,366.8,SO4367925074
3666,Gartnagrenach,TP3330,Pillar,Good,201.5,NR8174358510
3667,Gartloskan Hill,TP3329,Pillar,Good,189.3,NR7039913883
3668,Garth Mountain,TP3328,Pillar,Good,234.1,SH7927268842
3669,Garth Brengy,TP3327,Pillar,Good,370.7,SO0544035250
3670,Garth Bank,TP3326,Pillar,Good,301.8,SN9467850495
3671,Garth,TP3325,Pillar,Good,26.0,TA3676222538
3672,Garth,TP3324,Pillar,Slightly damaged,0.0,ST1033983500
3673,Garth,TP3323,Pillar,Good,280.7,SO0532050624
3674,Gartenkeir,TP3322,Pillar,Good,111.9,NS9390794963
3675,Garrowchorran Hill,TP3321,Pillar,Good,344.7,NS1471573191
3676,Garrochtrie,TP3320,Pillar,Good,121.0,NX1091039460
3677,Garnedd Ugain,TP3319,Pillar,Damaged,1065.9,SH6107855158
3678,Garnedd Goch,TP3318,Pillar,Damaged,702.0,SH5111749522
3679,Garn Wen,TP3317,Pillar,Good,454.2,SN9033253207
3680,Garn Pwllheli,TP3316,Pillar,Good,71.5,SH3704935372
3681,Garn Gron,TP3315,Pillar,Good,541.9,SN7399661064
3682,Garn Fawr,TP3314,Pillar,Good,517.0,SS9522392718
3683,Garlick Hill,TP3313,Pillar,Good,446.5,NX4316272905
3684,Garleigh Moor,TP3312,Pillar,Good,268.2,NZ0609399148
3685,Garland Hill,TP3311,Pillar,Good,80.5,TQ4787969231
3686,Garelet Hill,TP3310,Pillar,Damaged,680.6,NT1240120153
3687,Gareg Hir,TP3309,Pillar,Good,484.9,SN9989097789
3688,Gare,TP3308,Pillar,Slightly damaged,96.7,SW8871843960
3689,Garbhlach Mhor,TP3307,Pillar,Good,144.2,NM4238264487
3690,Garbh Ard,TP3306,Pillar,Good,107.0,NM8768837480
3691,Garbad,TP3305,Pillar,Good,293.2,NS0247023706
3692,Gapsick,TP3304,Pillar,Good,148.3,SK5060076325
3693,Gapshields,TP3303,Pillar,Good,289.8,NY6412263468
3694,Ganuisg,TP3302,Pillar,Good,154.8,NR9236180943
3695,Ganstead Farm,TP3301,Pillar,Good,7.6,TA1419434249
3696,Gamrhiw,TP3300,Pillar,Damaged,599.9,SN9467061219
3697,Gammaton Cross,TP3299,Pillar,Slightly damaged,151.6,SS4914324794
3698,Gallows Hill,TP3298,Pillar,Good,52.6,TL8642685231
3699,Gallows Hill,TP3297,Pillar,Good,176.8,NJ7282624660
3700,Gallows Gate Resr,TP3296,Pillar,Good,156.9,SX8785365075
3701,Gallowridge,TP3295,Pillar,Good,95.3,NS9756788120
3702,Gallow Hill,TP3294,Pillar,Good,88.1,NJ6780063736
3703,Gallow Hill,TP3293,Pillar,Good,156.4,NH8015866252
3704,Gallow Hill,TP3292,Pillar,Good,99.4,HP5752500719
3705,Gallangad Muir,TP3291,Pillar,Good,169.9,NS4533282093
3706,Galford Down,TP3290,Pillar,Good,254.8,SX4796485828
3707,Gala Law,TP3289,Pillar,Good,221.7,NT5054616427
3708,Gairsay,TP3288,Pillar,Good,102.4,HY4411622336
3709,Gains Law,TP3287,Pillar,Slightly damaged,319.1,NT9558828164
3710,Gaerwen,TP3286,Pillar,Good,392.0,SJ0255040751
3711,Gaer Hill,TP3285,Pillar,Good,260.9,ST5167798067
3712,Gaer Fach,TP3284,Pillar,Good,290.9,SN6321728537
3713,Gables,TP3283,Pillar,Good,135.0,SP2866381536
3714,G Spinney Field,TP3282,Pillar,Good,51.5,TF1096201874
3715,Furzeley Corner,TP3281,Pillar,Good,43.4,SU6568210862
3716,Furzefield,TP3280,Pillar,Good,161.1,TQ1381647798
3717,Furze Hedge Barn,TP3279,Pillar,Good,238.4,ST8779137907
3718,Furze Farm,TP3278,Pillar,Good,191.3,SS2288314990
3719,Fursdon,TP3277,Pillar,Good,148.8,SX7805945854
3720,Furland,TP3276,Pillar,Good,178.9,SX8946953185
3721,Fulshawwood,TP3275,Pillar,Slightly damaged,46.8,NS3674523176
3722,Fullerton,TP3274,Pillar,Good,95.7,SU3691939761
3723,Fuiay,TP3273,Pillar,Good,107.9,NF7405602267
3724,Fuday,TP3272,Pillar,Good,89.3,NF7349208267
3725,Fuar Tholl,TP3271,Pillar,Good,0.0,NG9754548945
3726,Frythens,TP3270,Pillar,Good,60.7,SW5483133214
3727,Fron Hill,TP3269,Pillar,Good,290.3,SN4277754249
3728,Fron Felen,TP3268,Pillar,Good,315.5,SN6983661070
3729,Fron Ddu,TP3267,Pillar,Good,339.8,SN7038077561
3730,Frome Resr,TP3266,Pillar,Good,134.2,ST7647448088
3731,Froggetts Farm,TP3265,Pillar,Good,95.2,TQ1150938167
3732,Frog Hill,TP3264,Pillar,Good,56.1,TL8720091090
3733,Frisby Lodge,TP3263,Pillar,Damaged,103.4,SK6922116777
3734,Freni Fawr,TP3262,Pillar,Good,395.0,SN2029834911
3735,Freemanshill Moor,TP3261,Pillar,Good,250.7,NU1413009371
